Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,1.0,1.0,1.0,2.4,4.8,24.9,28.4,34.9,33.1,35.1,47.9,51.2,281.8
Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.41,0.62,1.04,1.69,2.06,2.21,2.21,2.32,3.71,4.15,9.25,14.3,14.37
Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,6.31,9.7,10.1,21.34,45.59,56.62
Bangladesh,0.01,0.01,0.05,0.62,1.4,2.48,3.97,6.6,11.11,18.32,32.34,90.25,113.88,141.82,169.24,196.13,165.41,216.65,240.36,279.61,343.27,505.72,522.86,748.15
Barbados,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.6,0.6,0.8,1.0,1.25,1.5,0.43,1.29,3.09,14.94,16.4,17.25,33.21,49.15,63.93,69.34,69.34
Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,47.0,80.0,154.0,154.0,160.3,163.4,272.5,272.7
Belgium,0.0,0.0,1.0,1.0,1.0,2.0,2.0,20.0,62.0,386.0,1006.6,1978.6,2646.6,2901.6,3015.0,3131.6,3328.8,3620.6,4000.0,4636.6,5572.8,6012.4,6756.1,8549.1
Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.5,0.5,0.5,0.51,0.86,6.55,6.55,6.55,6.52,6.52
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.44,2.19,2.44,2.59,3.81,4.85,6.02,33.38,33.38
Bhutan,0.0,0.0,0.0,0.0,0.0,0.13,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.46,0.46,1.35
Bolivia,0.3,0.39,0.48,0.66,0.78,0.81,1.07,1.44,2.39,2.81,2.98,3.43,4.13,5.54,5.54,5.16,5.16,4.86,4.86,5.25,120.55,170.24,170.63,171.94
"Bonaire, Sint Eustatius and Saba",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.25,4.51,5.65,6.65,6.65,6.65,6.65,7.78
Bosnia and Herzegovina,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.35,1.34,7.17,8.17,14.12,16.0,18.15,22.35,34.89,56.51,101.89,131.89
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.17,1.62,1.72,1.86,2.15,3.28,3.42,3.72,5.92,5.92,6.3,6.29,6.29
Brazil,0.0,0.04,0.04,0.72,0.72,0.72,0.72,0.72,0.74,0.77,0.79,5.96,6.65,12.41,20.57,46.17,128.12,1206.79,2452.5,4698.49,8451.9,14499.44,25520.47,37449.21
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.05,0.76,0.93,0.93,0.94,0.99,1.24,1.49,1.52,2.53
Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.21,1.21,1.21,1.22,1.22,1.22,1.45,4.87,4.9,5.04
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,2.0,25.0,154.0,922.0,1039.0,1029.0,1028.0,1030.0,1030.7,1033.06,1044.39,1100.21,1274.71,1737.18,2937.18
Burkina Faso,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.21,0.27,0.83,1.34,1.82,2.75,3.17,38.25,53.7,55.43,55.92,56.7,87.3,176.91
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.41,0.43,0.72,1.52,1.87,1.88,1.92,2.06,9.02,8.86,8.86
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.57,5.57,5.57,5.96,6.06,6.22,10.71,14.07,14.88,17.09,22.94,26.04
Cambodia,0.09,0.19,0.28,0.33,0.36,0.54,0.69,1.56,1.9,2.14,2.2,3.9,4.69,5.88,9.19,12.19,18.36,31.91,42.05,137.28,329.8,392.26,477.06,481.88
Cameroon,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.01,0.01,0.04,0.05,0.06,0.07,0.13,0.15,11.58,11.84,12.7,13.56,26.24,26.31,62.31
Canada,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,62.0,216.0,554.0,870.0,1302.0,2108.0,2877.0,3058.0,3419.0,3719.0,4007.0,4379.0,5261.0,5438.5,5884.01
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,8.77,9.92,11.19,12.84,13.8,13.8,14.1
Central African Republic (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.21,0.27,0.3,0.3,0.34,0.34,0.33,25.33
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.17,0.18,0.19,0.56,0.56,1.11,1.59,1.64,1.64
Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.04,11.82,203.26,546.2,1054.66,1841.03,2315.38,2715.54,3302.41,4624.21,6686.94,8898.33
China,33.52,38.02,56.53,66.6,76.6,141.2,160.2,199.0,253.0,414.8,1021.8,3107.8,6718.8,17758.8,28398.8,43548.8,77818.8,130832.29,175261.86,204970.8,253863.8,306972.8,393031.8,609920.8
Chinese Taipei,0.1,0.2,0.33,0.45,0.57,1.04,1.41,2.44,5.58,9.51,34.56,129.91,231.28,409.94,635.95,884.25,1245.06,1767.7,2738.12,4149.54,5817.21,7700.21,9723.7,12417.69
Colombia,0.6,0.99,1.03,1.07,1.09,1.12,1.16,1.18,1.23,1.25,1.27,1.31,1.32,1.38,1.42,1.46,1.52,11.32,13.38,23.09,82.72,180.98,480.04,715.99
Comoros (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.15,1.15,1.17,1.15,0.36,4.03,4.03
Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.04,0.06,0.06,0.06,0.52,0.56,0.64,0.64
Cook Islands (the),0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.71,1.67,2.9,3.01,3.01,4.83,5.57,5.57,5.57,5.57,5.57
Costa Rica,0.24,0.29,0.34,0.39,0.44,0.49,0.51,0.53,0.55,0.57,0.59,0.74,2.24,3.11,5.47,9.49,14.24,19.81,32.74,48.44,56.79,73.87,73.87,73.87
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,4.0,19.0,33.0,47.8,55.8,60.0,67.7,84.8,108.5,138.3,222.0,460.7
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.15,7.25,17.95,31.05,70.02,124.29,150.65,213.17,246.2,267.4,279.9
Curaçao,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.13,3.13,7.73,10.13,11.13,11.13,11.93,11.93,13.23,13.23,13.23,13.36
Cyprus,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,10.0,17.0,35.0,64.0,76.0,84.0,110.05,118.48,151.26,229.13,314.52,424.09,606.0
Czechia,0.1,0.1,0.2,0.3,0.4,0.59,0.84,3.96,39.5,464.6,1727.0,1913.0,2022.0,2063.5,2067.4,2074.9,2067.9,2075.44,2081.05,2110.67,2171.96,2246.09,2420.48,2499.28
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.45,1.01,2.1,4.21,6.4,7.75,9.0,46.5
DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.39,1.26,1.36,4.61,5.67,8.33,9.58,14.39,17.71,22.37,22.37
Democratic People's Republic of Korea (the),0.0,0.03,0.04,0.26,0.34,0.36,0.42,0.46,0.49,0.64,0.95,1.69,2.29,6.14,10.96,22.86,32.41,36.31,49.94,64.97,78.97,101.97,115.52,129.19
Denmark,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0,17.0,402.0,571.0,607.0,782.11,850.95,906.35,998.0,1080.0,1304.29,1704.04,3069.9,3529.0
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
Dominica,0.08,0.08,0.09,0.09,0.1,0.1,0.12,0.18,0.2,0.21,0.22,0.22,0.23,0.23,0.23,0.23,0.63,0.63,0.32,0.32,0.32,0.32,0.32,0.32
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.93,8.36,14.8,23.6,71.31,94.95,191.0,334.8,385.5,583.8,735.17,1076.79
Ecuador,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.08,3.9,26.4,25.53,26.47,26.47,27.63,27.63,27.63,27.65,28.65,31.48
Egypt,0.1,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.9,1.3,15.0,35.0,35.0,35.0,35.0,36.0,59.0,180.0,764.2,1647.2,1643.0,1662.5,1724.0,1856.0
El Salvador,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.14,11.01,12.11,109.74,166.59,410.41,478.54,543.2,571.27,585.87
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.35,0.35,0.34,0.33,0.19,0.01,0.01
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,7.86,7.86,9.01,23.35,25.86,25.92,25.91,25.13,24.79,24.79
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.38,1.5,3.34,6.5,10.0,15.0,31.9,120.6,207.67,394.77,520.0,822.0
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.13,0.13,0.14,0.18,10.18,10.16,10.16
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.34,1.15,3.34,9.13,9.89,14.04,12.49,12.35,12.35,20.18,21.18,21.18,21.18
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.26,0.26
Fiji,0.07,0.07,0.07,0.11,0.04,0.11,0.14,0.14,0.18,0.2,0.28,0.28,0.92,1.38,1.94,3.92,5.92,7.73,8.3,8.39,8.74,9.03,9.48,10.65
Finland,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,9.0,11.0,17.0,39.0,82.0,140.0,222.0,318.0,425.0,664.0,900.0
France,7.0,7.0,8.0,9.0,11.0,13.0,15.0,26.0,80.0,277.0,1044.0,3003.57,4358.75,5277.29,6034.42,7137.52,7702.08,8610.44,9629.13,10737.64,11925.59,14612.17,17350.29,20551.29
French Guiana,0.1,0.1,0.1,0.1,0.1,0.22,0.22,0.26,0.37,1.23,21.94,34.9,35.6,35.86,36.2,51.01,51.01,51.06,51.06,53.79,54.95,55.23,55.27,55.27
French Polynesia,0.55,0.7,0.83,1.02,1.25,1.53,1.85,2.12,2.46,2.76,2.9,11.0,14.18,19.1,25.5,29.5,31.9,34.8,38.1,41.1,44.61,45.68,52.12,52.87
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.05,0.05,0.06,0.07,0.08,0.09,0.1,0.09,0.49,0.51,0.51
Gambia (the),0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.07,0.07,0.18,0.18,0.19,0.28,0.38,0.5,0.98,1.29,1.33,1.83,1.82,1.81,1.72,1.72
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.53,1.01,2.8,4.72,18.37,23.37,57.66
Germany,114.0,195.0,260.0,435.0,1105.0,2056.0,2899.0,4170.0,6120.0,10566.0,18006.0,25916.0,34077.0,36710.0,37900.0,39224.0,40679.0,42293.0,45158.0,48914.0,53671.0,60038.0,67479.0,81739.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,7.64,32.23,36.52,42.31,72.32,83.16,107.85,165.42,168.95,168.95
Greece,0.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,12.0,46.0,202.0,612.0,1536.0,2579.0,2596.0,2604.0,2604.0,2605.53,2651.03,2833.8,3287.72,4277.42,5430.08,7030.08
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.34,0.59,0.62,0.62
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.27,0.31,0.52,0.7,1.02,2.19,2.28,2.66,3.27,3.6,3.65,3.65,3.78
Guadeloupe,0.0,0.0,0.0,0.0,0.0,0.56,1.72,2.72,5.03,11.07,22.48,55.07,66.88,68.68,69.6,69.86,69.86,70.49,72.22,83.47,87.61,89.9,93.03,93.03
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.32,0.81,1.44,31.95,34.65,36.3,38.08,39.73,41.38,43.03,104.68,104.8
Guatemala,0.06,0.11,0.16,0.17,0.2,0.24,0.28,0.31,0.4,0.49,0.6,0.78,1.53,2.56,10.43,93.31,93.31,100.81,100.81,100.81,101.31,101.31,104.81,109.61
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.11,0.11,0.27,0.47,12.98,14.09,14.71,15.04,16.14,16.14
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.07,0.12,0.19,0.7,0.95,1.83,1.82,1.76,2.05,1.81,1.81
Guyana,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.07,0.09,0.17,0.93,0.98,1.02,1.06,1.48,1.75,3.67,5.58,7.91,8.21,8.71,10.32,14.69
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.56,0.59,1.16,1.41,1.6,1.96,2.24,2.77,3.01,3.06,2.98,2.98,3.2,3.89
Honduras,1.6,1.8,1.98,2.13,2.38,2.67,2.87,3.23,3.23,3.51,3.73,4.48,5.16,5.16,5.16,396.16,412.13,454.61,514.52,517.95,525.08,528.71,528.81,528.81
Hong Kong SAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,89.0,91.0,95.34,184.8,191.15
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,2.0,4.0,12.0,35.0,89.0,172.0,235.0,344.0,728.0,1400.0,2131.0,2968.0,4235.0,5835.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.92,1.14,2.54,3.53,4.33,5.28,7.0,7.0,7.0,7.04,7.04
India,1.08,5.54,6.71,7.89,7.81,13.44,11.48,28.83,31.45,43.09,68.83,569.29,985.57,1602.82,3776.02,5696.99,9982.14,18256.85,27484.72,35250.19,39705.45,49949.92,63390.4,73109.34
Indonesia,0.34,0.61,0.94,1.3,1.33,1.39,2.22,5.7,9.5,13.44,14.58,16.99,26.42,38.38,41.65,78.62,88.48,97.41,65.47,155.04,163.33,225.04,312.88,637.15
Iran,0.0,0.01,0.01,0.01,0.04,0.04,0.08,0.11,0.11,0.17,0.39,0.45,0.45,0.99,9.38,9.38,43.21,184.48,286.38,345.88,429.77,455.86,539.38,595.03
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,36.5,36.5,36.5,36.5,37.08,37.08,37.08,37.08,41.58,41.58
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.25,1.42,1.69,1.98,2.94,4.75,11.44,28.63,52.75,96.19,151.78,227.7,288.95,738.08
Israel,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.8,9.0,30.6,76.0,195.8,286.1,446.1,656.1,796.1,906.1,1006.1,1346.1,2138.1,2652.0,3591.0,4411.0,4524.0
Italy,19.0,20.0,22.0,26.0,31.0,34.0,45.0,110.0,483.0,1264.0,3596.72,13135.72,16789.72,18190.07,18600.07,18907.07,19289.07,19688.36,20113.66,20871.35,21656.11,22600.33,24561.32,29795.32
Jamaica,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.6,0.7,1.0,1.5,1.8,2.11,4.11,6.51,27.51,55.51,55.51,107.01,107.01,107.01,107.06,109.61
Japan,330.0,453.0,637.0,860.0,1132.0,1422.0,1708.0,1919.0,2144.0,2627.0,3618.0,4914.0,6632.0,13599.0,23339.0,34150.0,42040.0,49500.0,56162.0,63192.0,71868.0,78413.0,85066.0,89077.0
Jordan,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.07,0.14,0.24,56.77,311.09,417.54,760.19,970.99,1540.88,1810.83,1965.93,1989.93
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.04,57.06,57.3,58.8,209.0,541.7,911.6,1037.61,1146.23,1306.0
Kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.19,0.2,1.37,3.34,7.36,15.75,30.09,35.27,45.19,105.45,125.86,145.73,216.07,317.81,357.81
Kiribati,0.06,0.06,0.06,0.06,0.2,0.24,0.25,0.26,0.29,0.28,0.41,0.44,0.48,0.52,0.77,2.33,2.88,2.88,3.21,3.21,3.21,3.21,3.21,3.21
Korea,4.0,5.0,5.0,6.0,9.0,14.0,36.0,81.0,357.0,524.0,651.0,735.0,1039.2,1559.2,2438.2,3467.2,4338.2,5633.2,7701.0,10847.0,14756.0,17905.0,20525.0,23493.09
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.95,6.6,6.6,10.0,10.0,14.15,14.15,19.55
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.11,3.55,4.68,22.01,22.92,33.98,84.26,84.26,84.26,101.66,101.66
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.16,0.16,0.16,0.64,1.7,2.05,2.29,8.37,34.29,34.29,45.31,59.34,59.34,59.36
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.69,1.96,3.3,5.1,7.16,113.0,353.0
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.47,0.29,1.86,4.76,10.98,23.98,36.71,54.92,76.08,89.84,189.84,874.89,1004.89
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.44,0.44,0.44,0.37,0.6,0.61,0.57,0.74,28.74
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.11,0.13,0.36,0.73,1.11,1.55,2.44,2.77,3.39,3.39
Libya,0.0,0.0,0.0,0.2,0.7,1.2,1.7,2.2,2.7,3.2,3.7,4.2,4.9,4.9,4.9,4.9,4.9,5.11,5.11,5.11,5.11,6.33,6.33,8.33
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,7.0,68.0,69.0,69.0,70.0,73.75,82.0,103.0,164.0,255.0,572.0,1165.0
Luxembourg,0.0,0.16,1.59,14.17,23.56,23.58,23.7,23.93,24.56,26.36,29.45,40.67,74.65,95.02,109.93,116.27,121.9,128.1,130.62,159.74,186.64,277.16,316.63,431.63
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.27,0.28,0.29,0.44,1.25,1.79,22.0,23.0,24.29,24.16,50.56,50.56
Malawi,0.22,0.22,0.22,0.22,0.22,0.07,0.07,0.07,0.07,0.07,0.07,0.12,0.16,1.06,1.14,1.54,2.85,3.47,3.8,4.02,5.98,66.3,108.33,108.33
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.54,0.54,0.54,0.54,31.58,138.67,205.39,266.29,344.15,393.96,545.26,893.76,1482.95,1787.1,1933.25,1933.25
Maldives,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.07,0.14,0.17,0.18,1.32,1.75,3.88,4.8,7.49,10.79,16.48,20.61,26.71,30.81,35.81,37.06
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.09,0.55,0.98,1.36,3.35,4.31,6.3,7.1,9.55,10.04,11.08,61.55,92.55,96.96,96.96
Malta,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.9,0.8,5.3,15.7,28.5,54.6,74.8,93.6,111.76,131.89,155.19,187.9,205.47,222.46,231.02
Marshall Islands (the),0.04,0.04,0.04,0.04,0.07,0.07,0.07,0.07,0.15,0.27,0.32,0.32,0.41,0.59,1.02,1.02,1.63,1.69,1.7,1.7,1.7,1.7,1.77,1.84
Martinique,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,7.3,14.2,26.4,48.0,60.0,62.0,62.5,65.4,66.9,68.4,71.0,75.85,76.63,82.04,82.33,88.49
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.15,18.17,34.77,34.77,86.85,87.51,87.51,87.51,89.01,123.01
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.54,2.59,2.85,18.5,25.65,32.76,74.55,99.36,107.68,109.67,107.65,107.65
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.81,8.34,12.44,13.07,13.14,13.24,13.33,13.33,15.15,15.73,16.81,18.57,30.03,30.03,31.23
Mexico,14.0,15.0,16.0,16.0,16.0,16.0,16.0,19.0,19.0,25.15,29.81,42.4,72.8,109.0,174.34,295.0,606.0,1072.0,2769.81,6247.08,7157.57,8926.92,9355.81,10909.79
Micronesia (Federated States of),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.18,0.24,0.53,0.53,0.53,0.53,0.68,1.13,1.13,1.73,1.73,2.5,2.9,2.9,2.9,2.9,2.9
